Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5),percentage
4196,Course_4196,Office Tools,54,3738,7.770.073.058.698.770,LinkedIn Learning,6.770.482.374.653.280,31.808.175.553.546.700,"0,00%"
4197,Course_4197,Programming,87,2906,5.387.004.895.457.770,edX,11.214.313.769.916.400,3.408.083.504.828.730,"0,00%"
4198,Course_4198,Programming,84,2549,6.173.691.371.370.260,Udemy,5.029.062.320.658.860,4.339.734.254.513.910,"0,00%"
4199,Course_4199,Office Tools,28,4045,5.446.679.568.088.760,Udemy,6.836.715.736.423.790,36.286.546.183.346.600,"0,00%"
4200,Course_4200,Programming,74,3678,865.427.610.574.273,LinkedIn Learning,8.300.352.294.730.120,308.822.369.448.692,"0,00%"
4201,Course_4201,Marketing,42,4664,7.584.451.609.859.390,edX,14.376.328.356.903.000,4.210.549.215.455.810,"0,00%"
4202,Course_4202,Programming,60,3157,58.964.776.224.572.100,edX,28.328.537.327.572.200,36.054.829.083.425.200,"0,00%"
4203,Course_4203,Office Tools,15,2156,7.318.234.353.626.880,edX,7.602.554.373.959.540,37.934.919.208.659.900,"0,00%"
4204,Course_4204,Design,77,318,7.430.048.686.683.630,Udemy,27.319.328.751.339.900,4.710.482.506.032.500,"0,00%"
4205,Course_4205,Data Science,73,666,8.212.797.777.060.110,LinkedIn Learning,15.394.238.085.440.700,4.779.174.079.390.860,"0,00%"
4206,Course_4206,Technology,34,2451,6.535.354.655.456.680,Coursera,15.093.329.987.573.500,447.325.240.733.347,"0,00%"
4207,Course_4207,Technology,31,3161,7.741.157.492.614.360,edX,3.373.211.570.903.650,3.953.797.832.168.070,"0,00%"
4208,Course_4208,Marketing,54,2142,5.967.445.049.100.850,LinkedIn Learning,15.524.874.747.589.300,3.913.145.021.787.970,"0,00%"
4209,Course_4209,Data Science,10,1563,8.504.133.448.800.540,Udemy,13.241.016.930.027.700,4.840.224.701.316.600,"0,00%"
4210,Course_4210,Finance,39,3975,7.227.471.722.060.900,Udemy,19.553.042.462.315.600,4.567.023.582.129.010,"0,00%"
4211,Course_4211,Design,36,2672,7.412.196.498.342.420,edX,651.637.497.256.272,3.182.447.134.288.980,"0,00%"
4212,Course_4212,Business,20,3294,6.599.501.973.296.570,edX,18.668.957.155.195.100,4.619.502.987.598.360,"0,00%"
4213,Course_4213,AI,76,4610,748.514.808.634.602,Coursera,2.458.540.162.023.240,36.707.676.791.069.300,"0,00%"
4214,Course_4214,Office Tools,53,2433,8.453.279.718.435.940,Udemy,9.683.148.247.072.080,4.927.397.580.728.380,"0,00%"
4215,Course_4215,Design,73,2946,9.847.448.961.803.730,LinkedIn Learning,16.234.962.215.139.200,4.858.216.781.946.340,"0,00%"
4216,Course_4216,Design,14,1694,8.808.745.533.953.280,Coursera,28.577.350.434.701.600,4.640.820.944.970.550,"0,00%"
4217,Course_4217,Programming,78,3190,7.870.605.433.520.510,edX,10.099.809.036.715.200,35.657.612.786.857.600,"0,00%"
4218,Course_4218,Business,20,3401,6.350.066.648.346.140,LinkedIn Learning,18.967.610.052.627.600,4.539.795.490.984.670,"0,00%"
4219,Course_4219,Office Tools,34,4462,6.831.419.432.418.670,Udemy,14.029.041.232.803.700,4.905.841.397.701.460,"0,00%"
4220,Course_4220,Business,22,3097,6.252.680.679.580.090,Udemy,10.182.449.514.670.100,4.652.848.422.579.990,"0,00%"
4221,Course_4221,Marketing,96,4474,5.916.338.931.156.240,Udemy,13.505.684.833.348.900,4.877.060.082.232.690,"0,00%"
4222,Course_4222,Finance,61,3962,9.966.074.263.099.660,Coursera,6.205.034.482.232.870,4.446.043.096.418.970,"0,00%"
4223,Course_4223,Data Science,14,4993,6.676.430.648.295.230,Udemy,8.552.592.780.674.420,4.381.349.713.315.520,"0,00%"
4224,Course_4224,AI,27,1813,7.877.303.779.088.780,Udemy,16.739.679.657.271.700,33.237.653.868.187.000,"0,00%"
4225,Course_4225,Technology,67,1792,9.799.775.114.023.670,LinkedIn Learning,6.162.703.642.535.430,3.033.239.882.659.570,"0,00%"
4226,Course_4226,Marketing,37,1642,5.676.626.075.247.270,Coursera,9.887.692.650.497.490,4.120.950.887.260.940,"0,00%"
4227,Course_4227,Data Science,13,3729,941.719.900.687.424,LinkedIn Learning,12.968.047.405.104.000,31.893.305.662.389.100,"0,00%"
4228,Course_4228,Business,25,2993,6.646.483.403.753.230,Udemy,18.922.263.623.916.100,3.292.322.619.633.350,"0,00%"
4229,Course_4229,Business,100,4302,671.874.208.147.203,LinkedIn Learning,13.302.920.134.185.100,3.684.348.542.823.430,"0,00%"
4230,Course_4230,Programming,69,3300,7.702.014.290.279.620,Coursera,13.163.378.196.717.400,3.025.414.553.623.950,"0,00%"
4231,Course_4231,Data Science,52,1243,7.459.035.650.196.740,Coursera,4.121.285.180.167.570,483.151.532.804.867,"0,00%"
4232,Course_4232,Business,89,3677,60.825.841.304.764.200,Udemy,9.825.767.250.269.940,4.217.182.956.359.060,"0,00%"
4233,Course_4233,Design,66,4528,9.029.631.144.091.900,Udemy,11.839.048.595.649.800,3.627.283.402.030.200,"0,00%"
4234,Course_4234,AI,61,2702,829.294.222.669.706,Coursera,7.197.084.868.638.730,3.754.500.511.480.250,"0,00%"
4235,Course_4235,Design,47,2857,765.458.860.816.362,LinkedIn Learning,9.833.258.807.361.220,4.838.380.025.291.660,"0,00%"
4236,Course_4236,Design,24,3449,9.440.497.530.802.280,edX,7.467.048.751.895.860,345.024.381.831.628,"0,00%"
4237,Course_4237,Marketing,86,4583,5.056.396.597.649.050,Udemy,3.951.502.972.238.260,30.967.461.097.380.200,"0,00%"
4238,Course_4238,Programming,62,1685,731.764.541.927.221,LinkedIn Learning,9.176.610.889.473.520,4.170.827.961.687.180,"0,00%"
4239,Course_4239,Finance,83,1725,7.878.416.295.582.080,Coursera,4.150.089.455.248.620,34.466.147.824.488.800,"0,00%"
4240,Course_4240,AI,12,3941,6.541.962.462.903.680,Udemy,18.557.987.324.471.800,4.061.448.768.346.730,"0,00%"
4241,Course_4241,Finance,53,643,8.183.564.345.032.890,edX,8.297.035.359.002.880,4.651.309.942.118.100,"0,00%"
4242,Course_4242,Design,70,1824,6.534.067.727.315.460,LinkedIn Learning,18.626.138.279.306.800,4.132.771.489.421.420,"0,00%"
4243,Course_4243,Finance,49,1714,5.856.780.703.451.000,Coursera,16.922.252.605.054.000,31.828.587.624.142.900,"0,00%"
4244,Course_4244,Business,73,3305,6.274.738.515.557.950,Coursera,4.693.299.179.525.380,4.233.286.599.365.530,"0,00%"
4245,Course_4245,Marketing,29,1926,5.511.225.816.909.710,edX,14.941.732.309.490.100,4.810.825.218.320.750,"0,00%"
4246,Course_4246,Design,74,1241,7.634.701.024.155.900,Coursera,7.380.167.676.933.990,3.406.559.359.810.990,"0,00%"
4247,Course_4247,Technology,15,571,557.565.289.335.803,Udemy,1.985.338.721.418.990,4.061.208.862.210.620,"0,00%"
4248,Course_4248,Programming,26,4217,7.410.206.597.049.790,edX,9.173.839.342.632.020,4.935.763.614.504.570,"0,00%"
4249,Course_4249,Data Science,27,1388,6.173.003.622.352.950,LinkedIn Learning,12.581.673.838.169.400,3.382.520.929.704.930,"0,00%"
4250,Course_4250,Business,37,497,9.413.456.483.340.790,edX,3.585.622.311.455.580,4.558.823.753.304.300,"0,00%"
4251,Course_4251,Marketing,23,1274,8.276.311.264.636.000,Udemy,14.206.271.051.594.800,3.672.158.681.333.370,"0,00%"
4252,Course_4252,Marketing,91,2047,60.014.040.800.859.600,edX,5.644.321.823.095.330,4.796.764.941.803.120,"0,00%"
4253,Course_4253,Business,23,2859,8.381.956.164.824.340,LinkedIn Learning,5.413.690.438.796.730,3.945.696.857.661.580,"0,00%"
4254,Course_4254,Technology,34,934,8.609.432.634.138.220,Coursera,47.383.090.949.561.000,4.547.046.110.833.380,"0,00%"
4255,Course_4255,Office Tools,43,3047,6.675.572.578.981.080,Udemy,143.891.214.307.593,4.155.416.938.640.390,"0,00%"
4256,Course_4256,Technology,56,1826,6.831.903.032.362.970,Coursera,8.983.221.992.083.780,4.760.465.506.596.970,"0,00%"
4257,Course_4257,Finance,28,3265,5.496.234.121.104.480,edX,10.760.722.493.062.400,4.448.854.057.241.950,"0,00%"
4258,Course_4258,AI,21,3853,63.397.289.978.738.000,Udemy,13.940.773.251.900.000,4.023.033.190.132.400,"0,00%"
4259,Course_4259,Technology,84,2813,6.710.711.623.056.770,edX,1.300.849.080.123.450,31.219.506.463.382.800,"0,00%"
4260,Course_4260,AI,45,4095,6.335.299.753.761.900,Coursera,15.885.187.739.923.600,4.692.284.544.066.530,"0,00%"
4261,Course_4261,Business,25,1238,9.803.324.238.532.750,Coursera,15.760.892.169.501.300,35.320.472.891.395.900,"0,00%"
4262,Course_4262,Marketing,84,4463,9.755.533.365.375.630,Coursera,9.545.436.429.390.140,37.956.119.600.591.000,"0,00%"
4263,Course_4263,Programming,52,741,8.225.826.825.305.840,Coursera,4.331.312.678.224.650,36.681.061.027.120.100,"0,00%"
4264,Course_4264,Office Tools,24,4458,864.612.860.710.233,Coursera,15.643.826.624.166.800,409.319.962.809.119,"0,00%"
4265,Course_4265,Business,39,4168,5.471.394.545.629.770,Udemy,7.772.218.602.966.140,4.305.414.578.035.750,"0,00%"
4266,Course_4266,Data Science,94,3885,7.143.024.498.493.380,LinkedIn Learning,10.235.551.885.465.100,34.520.949.872.348.700,"0,00%"
4267,Course_4267,Design,95,883,51.554.285.870.958.200,Coursera,17.342.219.585.365.300,4.802.905.219.898.610,"0,00%"
4268,Course_4268,Programming,95,3966,6.094.549.835.474.200,Coursera,132.841.648.960.157,4.593.098.267.791.120,"0,00%"
4269,Course_4269,Design,91,4169,550.666.501.767.258,Coursera,15.137.413.217.693.000,40.650.286.368.559.700,"0,00%"
4270,Course_4270,Business,88,2044,9.834.734.286.745.440,Coursera,2.894.763.081.085.380,38.263.446.554.410.100,"0,00%"
4271,Course_4271,Finance,54,270,6.793.966.131.527.170,edX,13.232.532.246.191.400,4.624.267.159.868.180,"0,00%"
4272,Course_4272,Design,48,4094,5.854.427.831.904.360,Coursera,5.953.989.571.893.150,3.697.187.099.422.670,"0,00%"
4273,Course_4273,Programming,75,3003,59.258.531.491.773,edX,17.522.505.867.939.400,4.859.867.656.706.620,"0,00%"
4274,Course_4274,Technology,50,794,7.444.032.055.742.760,LinkedIn Learning,12.752.465.092.221.600,35.266.495.601.027.900,"0,00%"
4275,Course_4275,Business,12,4879,8.713.044.870.971.700,Coursera,59.377.005.266.750.500,4.373.097.005.054.470,"0,00%"
4276,Course_4276,Office Tools,13,4871,6.200.954.596.670.010,Udemy,1.627.683.804.125.410,4.505.773.401.212.750,"0,00%"
4277,Course_4277,AI,76,4257,5.775.033.211.961.580,LinkedIn Learning,504.958.966.334.546,3.408.059.530.861.090,"0,00%"
4278,Course_4278,Data Science,47,1033,62.339.424.106.717.800,edX,17.747.144.399.272.700,4.058.079.545.652.350,"0,00%"
4279,Course_4279,Design,97,1650,8.494.287.365.011.110,Udemy,17.014.810.267.857.800,4.861.256.254.303.020,"0,00%"
4280,Course_4280,Finance,94,790,9.129.348.733.912.980,LinkedIn Learning,55.196.876.622.151.200,45.030.046.942.537.400,"0,00%"
4281,Course_4281,AI,91,2443,8.323.336.622.940.790,edX,8.508.820.521.329.600,470.323.462.298.462,"0,00%"
4282,Course_4282,Data Science,59,4142,6.451.026.485.373.750,Coursera,16.714.712.400.342.300,3.089.230.586.414.180,"0,00%"
4283,Course_4283,Business,93,2239,5.037.152.363.121.300,Coursera,13.735.086.707.793.300,38.276.843.679.787.100,"0,00%"
4284,Course_4284,Design,22,2450,9.128.987.958.026.600,edX,7.972.263.846.971.930,3.822.512.775.402.420,"0,00%"
4285,Course_4285,Business,36,3364,8.297.950.808.313.230,Udemy,15.504.410.027.514.700,3.155.695.263.116.750,"0,00%"
4286,Course_4286,AI,73,974,6.662.782.300.748.970,LinkedIn Learning,8.238.357.370.725.360,4.786.083.395.995.900,"0,00%"
4287,Course_4287,Business,85,834,9.619.206.666.826.470,Udemy,58.105.689.935.242.200,48.688.535.470.081.000,"0,00%"
4288,Course_4288,Finance,32,747,8.720.898.913.428.540,Udemy,9.231.887.619.663.070,37.819.423.488.886.100,"0,00%"
4289,Course_4289,AI,30,815,7.528.753.131.431.160,edX,5.416.861.650.620.030,33.242.952.899.942.400,"0,00%"
4290,Course_4290,Finance,77,633,5.141.564.675.118.450,Udemy,10.744.526.497.165.500,3.171.597.739.381.600,"0,00%"
4291,Course_4291,Marketing,34,2254,916.698.851.743.535,Coursera,17.653.980.182.982.000,42.692.474.402.848.000,"0,00%"
4292,Course_4292,Data Science,31,3664,62.303.271.835.945.200,edX,19.832.666.537.253.200,3.019.533.871.575.520,"0,00%"
4293,Course_4293,Finance,19,2334,8.534.300.264.867.980,Coursera,18.581.936.227.208.200,4.713.339.459.147.020,"0,00%"
4294,Course_4294,Office Tools,12,675,7.264.941.479.764.650,Coursera,16.642.406.459.398.800,3.627.129.645.316.710,"0,00%"
4295,Course_4295,Data Science,37,1136,9.341.238.680.754.950,Udemy,16.782.831.703.995.700,33.076.605.079.378.900,"0,00%"
4296,Course_4296,Technology,45,210,6.936.770.192.436.940,edX,11.711.710.604.988.300,4.668.831.544.309.270,"0,00%"
4297,Course_4297,Design,89,425,7.265.208.485.879.660,Coursera,14.975.219.951.877.200,31.572.891.160.433.600,"0,00%"
4298,Course_4298,Business,14,3853,7.476.802.427.038.020,edX,4.160.966.333.165.550,3.233.845.989.947.590,"0,00%"
4299,Course_4299,Marketing,61,4035,7.917.038.539.807.030,Udemy,5.796.343.130.366.120,30.486.727.764.994.000,"0,00%"
4300,Course_4300,Business,95,2655,9.534.325.212.155.790,Udemy,1.290.077.873.206.830,30.618.512.861.210.900,"0,00%"
4301,Course_4301,Business,20,1878,865.048.743.181.182,LinkedIn Learning,13.878.533.295.863.200,4.169.687.667.531.240,"0,00%"
4302,Course_4302,Office Tools,14,4177,7.419.518.746.582.350,Udemy,13.039.424.369.609.700,4.408.110.721.023.940,"0,00%"
4303,Course_4303,Data Science,80,718,6.262.981.256.721.680,Udemy,2.641.154.677.559.370,3.171.306.484.361.830,"0,00%"
4304,Course_4304,Finance,44,1785,681.258.090.477.241,Coursera,1.812.967.895.661.980,32.606.095.741.620.500,"0,00%"
4305,Course_4305,Finance,43,2993,6.157.394.419.761.320,Coursera,12.494.765.499.516,444.663.565.985.628,"0,00%"
4306,Course_4306,Finance,99,3438,7.437.225.699.748.510,Coursera,55.372.937.788.346.800,36.301.813.809.796.200,"0,00%"
4307,Course_4307,Business,56,3259,8.952.341.791.496.780,Coursera,10.609.045.124.643.000,4.013.888.290.291.850,"0,00%"
4308,Course_4308,Technology,36,4087,5.010.027.803.677.280,edX,31.216.831.224.741.400,4.703.162.294.913.350,"0,00%"
4309,Course_4309,Finance,43,1982,7.387.371.925.502.250,LinkedIn Learning,18.077.030.677.305.600,42.201.557.284.485.900,"0,00%"
4310,Course_4310,Programming,21,3597,6.730.119.866.162.970,LinkedIn Learning,18.081.744.842.034.600,36.903.785.048.556.600,"0,00%"
4311,Course_4311,Data Science,84,1171,7.906.136.769.209.890,Coursera,3.359.379.923.097.580,4.692.423.385.435.930,"0,00%"
4312,Course_4312,Finance,60,1160,8.671.791.077.085.730,edX,17.982.296.020.226.700,4.921.216.691.787.970,"0,00%"
4313,Course_4313,Programming,76,3716,9.881.834.608.793.220,edX,13.622.289.764.966.200,35.818.033.924.848.400,"0,00%"
4314,Course_4314,Data Science,81,4928,7.048.709.942.086.030,Udemy,14.176.522.882.503.800,3.284.006.671.016.930,"0,00%"
4315,Course_4315,Data Science,11,2536,9.758.229.869.821.150,Udemy,1.452.808.884.734.650,4.691.882.622.559.330,"0,00%"
4316,Course_4316,Business,75,3931,7.883.017.718.796.760,edX,3.346.030.613.559.580,32.599.797.519.645.300,"0,00%"
4317,Course_4317,AI,75,4147,7.416.278.550.261.040,LinkedIn Learning,780.110.448.468.863,30.230.262.346.687.100,"0,00%"
4318,Course_4318,Business,41,2632,63.054.959.409.084.600,Udemy,8.220.671.061.382.000,319.294.286.880.101,"0,00%"
4319,Course_4319,AI,50,1869,8.168.534.229.901.030,edX,12.809.452.790.228.000,4.562.130.121.915.750,"0,00%"
4320,Course_4320,Data Science,96,4443,9.365.023.368.449.420,Coursera,15.869.130.466.482.800,4.644.586.241.452.140,"0,00%"
4321,Course_4321,Finance,99,2805,7.678.030.113.042.960,edX,12.499.335.826.051.800,4.866.743.777.316.230,"0,00%"
4322,Course_4322,Finance,92,239,6.727.018.913.030.430,LinkedIn Learning,9.696.863.795.172.440,4.363.638.715.025.720,"0,00%"
4323,Course_4323,Marketing,17,3729,7.283.802.885.414.780,LinkedIn Learning,2.263.849.436.044.170,4.550.299.285.691.650,"0,00%"
4324,Course_4324,Finance,59,2753,63.904.013.405.929.000,Coursera,1.308.062.476.231.590,3.700.443.099.757.350,"0,00%"
4325,Course_4325,Programming,56,1777,675.644.005.549.118,Coursera,1.874.960.963.506.870,4.602.114.391.910.750,"0,00%"
4326,Course_4326,Finance,88,3183,59.184.377.780.974.300,Coursera,5.188.026.715.630.880,3.009.547.724.973.240,"0,00%"
4327,Course_4327,Design,50,4950,5.803.175.517.938.520,LinkedIn Learning,11.760.502.344.231.200,3.202.088.328.884.740,"0,00%"
4328,Course_4328,Technology,26,4640,8.306.704.030.244.910,LinkedIn Learning,7.118.647.860.251.920,475.280.830.847.114,"0,00%"
4329,Course_4329,Data Science,61,771,646.025.135.089.769,Udemy,10.915.479.609.318.300,4.622.709.622.308.830,"0,00%"
4330,Course_4330,Finance,20,2700,9.970.585.818.541.540,edX,19.540.491.786.410.800,4.099.496.517.041.710,"0,00%"
4331,Course_4331,Office Tools,38,1353,6.352.873.178.498.230,Coursera,18.867.144.494.752.300,31.337.024.747.706.000,"0,00%"
4332,Course_4332,Finance,51,4986,8.847.667.551.253.460,Udemy,1.098.912.909.154.680,4.844.171.416.531.810,"0,00%"
4333,Course_4333,Finance,97,450,61.556.399.280.962.600,edX,1.966.442.354.669.660,44.652.978.452.799.900,"0,00%"
4334,Course_4334,Marketing,64,2745,5.093.704.589.804.870,Udemy,1.725.844.945.850.260,3.214.732.351.001.880,"0,00%"
4335,Course_4335,Design,65,651,860.146.917.914.153,LinkedIn Learning,593.158.918.150.446,39.391.878.199.402.700,"0,00%"
4336,Course_4336,Finance,10,4106,8.410.564.536.337.860,edX,18.792.713.300.694.400,34.937.089.982.262.300,"0,00%"
4337,Course_4337,Design,34,3604,813.266.549.718.449,edX,6.165.907.302.360.320,4.422.872.255.978.890,"0,00%"
4338,Course_4338,Programming,57,2842,53.596.481.094.548.000,Coursera,15.169.852.462.207.400,4.180.226.143.927.930,"0,00%"
4339,Course_4339,Marketing,86,2112,8.676.277.072.645.080,LinkedIn Learning,9.729.367.700.073.510,38.664.672.267.980.000,"0,00%"
4340,Course_4340,Business,58,2572,5.162.087.639.623.140,Coursera,26.982.840.630.410.600,4.036.133.038.223.410,"0,00%"
4341,Course_4341,Finance,25,347,8.654.621.518.058.520,edX,4.903.257.874.509.090,31.637.672.819.799.800,"0,00%"
4342,Course_4342,Marketing,83,4607,9.403.222.261.891.000,Coursera,4.565.689.680.019.340,398.557.275.722.379,"0,00%"
4343,Course_4343,Marketing,45,4378,8.667.548.304.304.700,LinkedIn Learning,16.674.765.853.960.800,426.826.160.338.066,"0,00%"
4344,Course_4344,Marketing,37,4530,9.032.284.184.171.940,Coursera,6.465.101.690.403.690,4.314.270.738.411.350,"0,00%"
4345,Course_4345,AI,72,250,6.216.352.385.637.830,Udemy,1.972.174.055.329.320,4.259.658.651.323.110,"0,00%"
4346,Course_4346,Office Tools,97,3969,8.504.969.340.131.080,LinkedIn Learning,18.140.266.276.991.100,3.267.778.806.986.690,"0,00%"
4347,Course_4347,Data Science,25,1464,6.900.598.731.061.070,edX,23.294.332.112.595.700,32.842.269.366.427.500,"0,00%"
4348,Course_4348,Business,81,812,9.608.640.358.586.210,edX,43.132.665.450.821.500,36.614.773.826.444.500,"0,00%"
4349,Course_4349,Office Tools,42,3881,6.727.719.942.094.980,edX,10.347.798.502.568.400,4.895.639.908.691.880,"0,00%"
4350,Course_4350,Finance,27,2800,8.776.161.293.812.770,Udemy,13.855.663.888.883.300,4.998.098.174.768.130,"0,00%"
4351,Course_4351,Finance,89,3203,810.171.328.921.349,Udemy,5.282.480.086.341.580,4.697.096.537.657.730,"0,00%"
4352,Course_4352,Business,56,554,7.931.701.150.203.540,Udemy,10.357.570.804.884.300,44.503.290.705.996.900,"0,00%"
4353,Course_4353,Office Tools,98,2257,916.654.515.814.233,Coursera,2.744.745.027.859.050,4.156.763.695.640.390,"0,00%"
4354,Course_4354,Finance,18,611,8.045.997.674.412.200,Coursera,1.824.065.878.943.280,3.781.938.369.029.700,"0,00%"
4355,Course_4355,Business,66,2453,7.263.220.055.305.230,edX,9.819.605.431.300.530,39.593.261.628.789.300,"0,00%"
4356,Course_4356,Design,52,4493,8.602.764.446.493.520,Coursera,18.705.756.899.636.400,4.087.863.878.218.900,"0,00%"
4357,Course_4357,Data Science,93,1350,8.692.237.962.314.970,Udemy,12.208.365.830.590.800,3.624.176.968.212.140,"0,00%"
4358,Course_4358,Marketing,89,4266,8.689.896.160.042.010,edX,1.370.381.239.005.640,34.928.793.659.230.200,"0,00%"
4359,Course_4359,AI,84,1150,9.407.813.235.417.470,LinkedIn Learning,12.296.660.683.398.400,4.847.434.822.159.670,"0,00%"
4360,Course_4360,Programming,57,1844,789.825.430.668.443,Coursera,1.568.932.127.474.970,3.968.532.055.224.540,"0,00%"
4361,Course_4361,Office Tools,54,3553,5.673.745.432.657.420,Udemy,834.035.584.447.071,40.418.220.267.696.400,"0,00%"
4362,Course_4362,AI,41,808,5.512.776.073.946.690,edX,12.444.662.644.085.000,4.867.215.643.305.970,"0,00%"
4363,Course_4363,Design,98,1825,5.266.713.670.735.480,Coursera,12.068.994.927.896.900,33.297.577.205.345.500,"0,00%"
4364,Course_4364,AI,14,4714,59.286.798.338.012.100,LinkedIn Learning,11.761.054.869.687.500,42.350.636.037.940.600,"0,00%"
